,Text,Author
5724,"“Brilliant,”said Hermione. “This isn’t magic—it’s logic—a puzzle. A lot of the greatest wizards",JR
1382,"spirits, but all the alcohol has burned off. I ordered it specially in honor of your fiery debut.”",SC
6211,"of Peeta. I keep one arm around him as I help him up, and we each place a foot on the first",SC
6157,"people hugging him. He had never won so much as a point for Gryffindor before. Harry, still",JR
1566,now.”,SC
5673,"“Only because your leg’s hurt,” I say generously, because really, you can tell that’s only a",SC
3154,tribute close at hand.,SC
390,"instead of acknowledging applause, I stand there unmoving while they take part in the boldest",SC
1463,"Harry’s eyes stung as the cold air rushed past them, but he kept them wide open. Once, he",JR
2323,top of the hall was another long table where the teachers were sitting. Professor McGonagall,JR
1592,"very special circumstances,” said Hagrid. “An’ anyway, yeh couldn’ work any of the curses yet,",JR
2952,"something funny to my vision, so I just stuff them back in my pack.",SC
4023,Use it well.,JR
23,"to the morning shift at this hour. Men and women with hunched shoulders, swollen knuckles,",SC
3967,"the figures were alive, which made it a lot like directing troops in battle. Ron’s set was very",JR
318,because her curls have shifted slightly off-center since her encounter with Haymitch. She,SC
987,"“Only if they catch you. That bruise will say you fought, you weren’t caught, even better,” says",SC
6489,"Of course, the previous victors didn’t have the Capitol looking for a way to destroy them.",SC
3348,"After wrapping the pot in the parachute, I nestle it safely away in my pack. Now that the pain",SC
3310,I’ve made them look so stupid. That nest may be the sole option I have left. If I can drop it,SC
2727,"helplessness and be dead in a week, tops. I carefully lay out the provisions. One thin black",SC
5912,"silence. First one mockingjay trills the tune back, then another. Then the whole world comes",SC
1964,"watching me the whole time. He was only fourteen, but he cleared six feet and was as good as",SC
2845,"torches. I can see an arm here, a boot there, through the breaks in the branches. I turn to",SC
471,"in to retrieve the body. Starvation is never the cause of death officially. It’s always the flu, or",SC
1834,"Now I’ve done it! Now I’ve ruined everything! If I’d stood even a ghost of chance, it vanished",SC
461,mirror each night because he’d hated the layer of coal dust that settled on everything in the,SC
5395,"“Without success. So, in a way, my name being drawn in the reaping was a real piece of luck,”",SC
6017,father did something Snape could never forgive.”,JR
2408,He waited.,JR
5244,"not the kind of thing that victors go around saying in the arena. Despite my best efforts, I can",SC
6357,"“I know,” says Cinna before I can object. “But the Gamemakers wanted to alter you surgically.",SC
4682,"“I thought Cato and Clove might have found you. They like to hunt at night,” he says, still",SC
4978,"Hagrid came striding toward them out of the dark, Fang at his heel. He was carrying his large",JR
5940,whole school knows. I believe your friends Misters Fred and George Weasley were responsible,JR
6486,"screen. I think back to earlier years . . . some are triumphant, pumping their fists in the air,",SC
3406,"People have not exaggerated the effects of the tracker jacker stings. Actually, the one on my",SC
5577,All they could hear apart from their footsteps was the gentle drip of water trickling down the,JR
6082,"“I can, can’t I?”",JR
5593,"expected to feel sharp beaks and claws tearing at him any second, but nothing happened. He",JR
3463,"pointed—at the end of a passage to the left, something huge was moving toward them. They",JR
3135,"My muscles react, only not fast enough this time. The fireball crashes into the ground at my",SC
3378,"shirt. If I don’t get through this branch in a matter of seconds, the entire swarm could emerge",SC
3035,"I crawl now, through the mud, dragging myself toward the scent. Five yards from where I fell,",SC
653,"to him. Who would? He had no friends, no other relatives—he didn’t belong to the library, so",JR
1529,"Slowly, I drag myself out of bed and into the shower. I arbitrarily punch buttons on the control",SC
1992,Gale gave me a sense of security I’d lacked since my father’s death. His companionship,SC
1353,The Leaky Cauldron had suddenly gone completely still and silent.,JR
5260,flocking out onto the sunny grounds. “I needn’t have learned about the 1637 Werewolf Code,JR
3287,"behind them. Hermione was stomping up the stairs, looking disapprovingly at the package in",JR
0,warmth but finding only the rough canvas cover of the mattress. She must have had bad,SC
3044,"the next couple of hours, I drink the entire half gallon. Then a second. I prepare another",SC
3370,"Harry shook his head. He understood what he had to do all right, it was doing it that was",JR
2917,"where they are or you’ll be out of Hogwarts before you can say ‘Quidditch.’ Come on, dear.”",JR
4635,"“Yeah—yer not still on abou’ that, are yeh? Look, Snape helped protectthe Stone, he’s not",JR
6215,“They don’t know we’re not allowed to use magic at home. I’m going to have a lot of fun with,JR
3441,They passed different groups of people hurrying in different directions. As they jostled their,JR
5869,"“We can check,” he says, but he’s just humoring me. I’m humoring myself because I know",SC
5526,"say is, “It’s just . . . if we didn’t win . . . I wanted Thresh to. Because he let me go. And",SC
5218,written in the stars as well.”,JR
2298,"the reaping, and he waves them away good-naturedly and points back to me.",SC
3323,one defense the rebels found to battle the wasps.,SC
4949,"berry stains his chin and I wipe it away. “Who can’t lie, Peeta?” I say, even though he can’t",SC
6167,as it ever was at Hogwarts.,JR
3246,"a short, heavy blade at his belt.",SC
5164,"the trees, leaving Ronan and Bane behind them.",JR
6235,"to run away to the woods, to hide in the trees until the patient is long gone and in another",SC
2781,now instead of scores they post only district numbers. I take a deep breath as the face of the,SC
1442,"“Got it,” said Hagrid at last, holding up a tiny golden key.",JR
6183,nine and three-quarters at King’s Cross Station.,JR
542,We ate slices of bread for breakfast and headed to school. It was as if spring had come,SC
971,"“Here’s some advice. Stay alive,” says Haymitch, and then bursts out laughing. I exchange a",SC
2894,"remain in my awkward position, muscles trembling with exertion for a while longer, then hoist",SC
5658,"have to remind myself that he’s still not used to the woods, that it’s the scary, forbidden place",SC
3732,"“All right there, Harry?” he had time to yell, as he beat the Bludger furiously toward Marcus",JR
1956,"“Right,” mumbled Ron.",JR
5606,"“We’ll earn it back today,” I say, and we both plow into our plates. Even cold, it’s one of the",SC
6039,"“Just five minutes,” Harry pleaded.",JR
355,"With one sweep of my arm, I push her behind me.",SC
1350,"“Can’t, Tom, I’m on Hogwarts business,” said Hagrid, clapping his great hand on Harry’s",JR
3782,"sweet, clear voice. “And the mockingjays spread it around the orchard. That’s how everyone",SC
6399,“Listen up. You’re in trouble. Word is the Capitol’s furious about you showing them up in the,SC
1275,left alone.”,JR
4584,"guarding, it’s a Sorcerer’s St—”",JR
2414,"here in your head, and Slytherin will help you on the way to greatness, no doubt about that—",JR
1777,"about every moment of the day. What we did, who watched us, how the other tributes size up.",SC
1930,Their mother suddenly became very stern.,JR
2639,learn the names of different stars and the movements of the planets. Three times a week they,JR
1517,the person who was your last hope. I pull the covers up over my head as if this will protect me,SC
5069,backward but still manage to send my readied arrow in the general direction of my assailant. I,SC
6671,"“It seemed too rebellious. So, Haymitch has been coaching me through the last few days. So I",SC
2778,"advantage to the living tributes. For instance, if I got my hands on the bow and shot someone,",SC
1870,"Everyone’s waiting at the table, even Cinna and Portia. I wish the stylists hadn’t shown up",SC
650,"and fixes the bird to my dress. “Promise you’ll wear it into the arena, Katniss?” she asks.",SC
5221,"Voldemort will be able to come and finish me off… Well, I suppose Bane’ll be happy.”",JR
8,"beefy man with hardly any neck, although he did have a very large mustache. Mrs. Dursley",JR
5301,"“No, we’re in a hurry. Hagrid, I’ve got to ask you something. You know that night you won",JR
4401,"come with their night-vision glasses and their heavy, branch-breaking bodies.",SC
3981,"“What did you expect, turnips?” said Ron, turning to his own pile, which was a lot bigger than",JR
1702,"chooses the wizard, remember… I think we must expect great things from you, Mr. Potter…",JR
318,"Wiping his streaming eyes on his jacket sleeve, Hagrid swung himself onto the motorcycle and",JR
352,"“Prim!” The strangled cry comes out of my throat, and my muscles begin to move again.",SC
6019,"cutting off his air. Peeta’s clawing at Cato’s arm, but weakly, as if confused over whether it’s",SC
